title,abstract_localized.text,abstract_localized.language,abstract_localized.truncated
,"Systems and methods for adaptive token verification are disclosed. For example, a system may include at least one memory storing instructions and one or more processors configured to execute the instructions to perform operations. The operations may include training a verification model to verify tokenized requests based on system identifiers. The operations may include receiving a tokenized request from an external system, the request comprising a system identifier of the external system. The operations may include generating output of the verification model based on the system identifier, and, based on the output, performing one of granting the request or blocking the request.",en,FALSE
Method and systems for detection and protection from electromagnetic pulse events using hardware implemented artificial intelligence,"A system and method for detecting and isolating a high-altitude electromagnetic pulse (“HEMP”) along electrical lines electrically connected to a monitored infrastructure so as to protect the monitored infrastructure, the method including a phase unit receiving sensor signals from a plurality of sensors electrically connected to each of the electrical lines, respectively, upstream of and associated with the monitored infrastructure. The method includes determining if the received sensors signals associated with the respective electrical line is indicative of an E1 component of an EMP and, if so, actuating an isolation subsystem in less than 300 nanoseconds to electrically isolate the respective electrical line against propagation against the monitored infrastructure. Determining in real time if received sensor signals is indicative of the E1 component includes a hardware implemented neural network (NN) having algorithms for machine learning (ML) and artificial intelligence (AI) operable to provide instantaneous detection and classification.",en,FALSE
,"A system and method for detecting and isolating a high-altitude electromagnetic pulse (“HEMP”) along electrical lines electrically connected to a monitored infrastructure so as to protect the monitored infrastructure, the method including a phase unit receiving sensor signals from a plurality of sensors electrically connected to each of the electrical lines, respectively, upstream of and associated with the monitored infrastructure. The method includes determining if the received sensors signals associated with the respective electrical line is indicative of an E1 component of an EMP and, if so, actuating an isolation subsystem in less than 300 nanoseconds to electrically isolate the respective electrical line against propagation against the monitored infrastructure. Determining in real time if received sensor signals is indicative of the E1 component includes a hardware implemented neural network (NN) having algorithms for machine learning (ML) and artificial intelligence (AI) operable to provide instantaneous detection and classification.",en,FALSE
Home appliance operating based on artificial intelligence and voice recognition and method for controlling thereof,"Provided is a home appliance that performs a washing or drying operation based on a start command input through artificial intelligence and voice recognition a method for controlling such a home appliance. According to the present disclosure, the home appliance and the method for controlling such a home appliance include a sensor that senses a state of a door installed in a washing unit and a controller that executes an operation command based on a change of a state of the door sensed by the sensor. At this time, when the door is changed from an open state to a close state after the power of the home appliance is turned on, the controller controls the operation of the washing unit based on the operation command extracted from the voice signal of the user. Thus, the present disclosure may enable performing an command to start an operation input based on voice recognition.",en,FALSE
,"Provided is a home appliance that performs a washing or drying operation based on a start command input through artificial intelligence and voice recognition a method for controlling such a home appliance. According to the present disclosure, the home appliance and the method for controlling such a home appliance include a sensor that senses a state of a door installed in a washing unit and a controller that executes an operation command based on a change of a state of the door sensed by the sensor. At this time, when the door is changed from an open state to a close state after the power of the home appliance is turned on, the controller controls the operation of the washing unit based on the operation command extracted from the voice signal of the user. Thus, the present disclosure may enable performing an command to start an operation input based on voice recognition.",en,FALSE
Independent security monitoring device and process for monitoring infrastructure systems by way of an artificial intelligence and sensor-based location-independent device,An independent security monitoring device (ISMD) that monitors infrastructure systems is disclosed. The ISMD provides alerts when sensors are activated. The ISMD can be configured for use according to specific ISO-compliant policy procedures.,en,FALSE
,An independent security monitoring device (ISMD) that monitors infrastructure systems is disclosed. The ISMD provides alerts when sensors are activated. The ISMD can be configured for use according to specific ISO-compliant policy procedures.,en,FALSE
"Method and apparatus for correcting input speech based on artificial intelligence, and storage medium","The present disclosure provides a method and an apparatus for correcting an input speech based on artificial intelligence. The method includes: receiving a speech input by a user; performing recognition on the speech to obtain a current recognition text; obtaining at least one candidate phrase of a first phrase to be corrected in the current recognition text and displaying the at least one candidate phrase to the user; detecting a select operation of the user, the select operation being configured to select one of the at least one candidate phrase as a target candidate phrase; and correcting the first phrase in the current recognition text by using the target candidate phrase, to obtain a target recognition text.",en,FALSE
,"The present disclosure provides a method and an apparatus for correcting an input speech based on artificial intelligence. The method includes: receiving a speech input by a user; performing recognition on the speech to obtain a current recognition text; obtaining at least one candidate phrase of a first phrase to be corrected in the current recognition text and displaying the at least one candidate phrase to the user; detecting a select operation of the user, the select operation being configured to select one of the at least one candidate phrase as a target candidate phrase; and correcting the first phrase in the current recognition text by using the target candidate phrase, to obtain a target recognition text.",en,FALSE
Implementing artificial intelligence agents to perform machine learning tasks using predictive analytics to leverage ensemble policies for maximizing long-term returns,"A method for implementing artificial intelligence agents to perform machine learning tasks using predictive analytics to leverage ensemble policies for maximizing long-term returns includes obtaining a set of inputs including a set of ensemble policies and a meta-policy parameter, selecting an action for execution within the system environment using a meta-policy function determined based in part on the set of ensemble policies and the meta-policy function parameter, causing the artificial intelligence agent to execute the selected action within the system environment, and updating the meta-policy function parameter based on the execution of the selected action.",en,FALSE
,"A method for implementing artificial intelligence agents to perform machine learning tasks using predictive analytics to leverage ensemble policies for maximizing long-term returns includes obtaining a set of inputs including a set of ensemble policies and a meta-policy parameter, selecting an action for execution within the system environment using a meta-policy function determined based in part on the set of ensemble policies and the meta-policy function parameter, causing the artificial intelligence agent to execute the selected action within the system environment, and updating the meta-policy function parameter based on the execution of the selected action.",en,FALSE
Wireless device power optimization utilizing artificial intelligence and/or machine learning,A method of reducing a power consumption of wireless communication circuitry of an edge device according to one embodiment includes determining a delivery traffic indication map (DTIM) interval of a wireless access point communicatively coupled to the edge device via the wireless communication circuitry of the edge device and adjusting a wake-up interval of the wireless communication circuitry of the edge device based on the DTIM interval to reduce the power consumption of the wireless communication circuitry of the edge device.,en,FALSE
,A method of reducing a power consumption of wireless communication circuitry of an edge device according to one embodiment includes determining a delivery traffic indication map (DTIM) interval of a wireless access point communicatively coupled to the edge device via the wireless communication circuitry of the edge device and adjusting a wake-up interval of the wireless communication circuitry of the edge device based on the DTIM interval to reduce the power consumption of the wireless communication circuitry of the edge device.,en,FALSE
Personal information platform system incorporating big data and artificial intelligence,"A personal information platform system incorporating big data and artificial intelligence (AI) includes a job matching platform, a vocational training platform, a transaction platform, a group management platform, and a personal information platform for linking the foregoing four platforms together. The system also includes a big data database and an AI server. Once in operation, the system generates big data associated with the Internet, the Internet of things, and social networks, and performs AI deep learning, artificial neural network-based learning, or open-source framework-based learning in order to find the most effective customized suggestion and plan for an individual user, set regional parameters, and carry out quantitative integration.",en,FALSE
,"A personal information platform system incorporating big data and artificial intelligence (AI) includes a job matching platform, a vocational training platform, a transaction platform, a group management platform, and a personal information platform for linking the foregoing four platforms together. The system also includes a big data database and an AI server. Once in operation, the system generates big data associated with the Internet, the Internet of things, and social networks, and performs AI deep learning, artificial neural network-based learning, or open-source framework-based learning in order to find the most effective customized suggestion and plan for an individual user, set regional parameters, and carry out quantitative integration.",en,FALSE
Combining speculative physics modeling with goal-based artificial intelligence,"In one embodiment, the present invention includes a method for identifying a deformable object of a scene of a computer game that is visible by an artificial intelligence (AI) character of the game, requesting a speculative physics simulation associated with the deformable object to determine a result of an action to the deformable object by the AI character, and selecting an action to be performed by the AI character, where the selection is based at least in part on the speculative physics simulation. Other embodiments are described and claimed.",en,FALSE
"Systems and methods using artificial intelligence to identify, test, and verify system modifications","A computer device may include a memory configured to store instructions and a processor configured to execute the instructions to identify changes in source code of an application; generate a plurality of source code keywords based on the identified changes in the source code; and map the generated plurality of source code keywords to a plurality of testing keywords. The processor may be further configured to identify a plurality of test cases from a test cases database based on the plurality of testing keywords and inject the plurality of test cases into a testing queue of a testing system associated with the application. The computer device may further determine that the injected plurality of test cases sufficiently tested the changes in the source code and, based on the determining, update a deployed instance of the application to include the changes in the source code.",en,FALSE
,"A computer device may include a memory configured to store instructions and a processor configured to execute the instructions to identify changes in source code of an application; generate a plurality of source code keywords based on the identified changes in the source code; and map the generated plurality of source code keywords to a plurality of testing keywords. The processor may be further configured to identify a plurality of test cases from a test cases database based on the plurality of testing keywords and inject the plurality of test cases into a testing queue of a testing system associated with the application. The computer device may further determine that the injected plurality of test cases sufficiently tested the changes in the source code and, based on the determining, update a deployed instance of the application to include the changes in the source code.",en,FALSE
"Concept networks and systems and methods for the creation, update and use of same in artificial intelligence systems","Systems and methods for concept based searching or recommendation based on a concept networks are disclosed. More particularly, embodiments of a concept based approach to the search and analysis of data, including the creation, update or use of concept networks in searching and analyzing data are disclosed, including embodiments of the usage of such concept networks in artificial intelligence systems that are capable of utilizing concepts expressed by users to return or evaluate associated entities or content.",en,FALSE
,"Systems and methods for concept based searching or recommendation based on a concept networks are disclosed. More particularly, embodiments of a concept based approach to the search and analysis of data, including the creation, update or use of concept networks in searching and analyzing data are disclosed, including embodiments of the usage of such concept networks in artificial intelligence systems that are capable of utilizing concepts expressed by users to return or evaluate associated entities or content.",en,FALSE
System and method for incorporating artificial intelligence into a biofeedback training system,"A biofeedback training system and method which utilizes biological signals from a trainee to influence actions and events in an activity or game displayed to the trainee. A level of intelligence in a displayed activity or game is used a biofeedback variable. Decision-making rules or other abilities within an embedded game player are introduced and controlled as additional types of biofeedback variable, and represent awards in a training process. The methods and systems can be applied to any activity or game that includes goal-seeking behavior and that can be configured for automatic play by goal-oriented rules. The action and content of game-like biofeedback displays may be influenced or dictated by biological signals from a trainee viewing the display.",en,FALSE
Radio access network service mediated enhanced session records for artificial intelligence or machine learning,"A computer-implemented method of monitoring a radio access network (RAN) is provided. The method includes receiving access stratum data that is a function of cell trace records (CTRs) associated with wireless communication transported to or from one or more cells of the RAN, wherein the CTRs are obtained at a granularity sufficient to detect one or more events, the events defining a segment or occurring during a segment, wherein a segment is defined by the beginning, end, or any handovers of a call included in the wireless communication. The method further includes detecting in the access stratum data one or more state transitions as indicated by the events and outputting an enhanced session record (ESR) including information processed from the access stratum data associated with the respective one or more detected state transitions.",en,FALSE
,"A computer-implemented method of monitoring a radio access network (RAN) is provided. The method includes receiving access stratum data that is a function of cell trace records (CTRs) associated with wireless communication transported to or from one or more cells of the RAN, wherein the CTRs are obtained at a granularity sufficient to detect one or more events, the events defining a segment or occurring during a segment, wherein a segment is defined by the beginning, end, or any handovers of a call included in the wireless communication. The method further includes detecting in the access stratum data one or more state transitions as indicated by the events and outputting an enhanced session record (ESR) including information processed from the access stratum data associated with the respective one or more detected state transitions.",en,FALSE
Voice recognition method of artificial intelligence robot device,"A voice recognition method of an artificial intelligence robot device is disclosed. The voice recognition method includes collecting a first voice spoken by a user and determining whether a wake-up word of the artificial intelligence robot device is recognized based on the collected first voice; if the wake-up word is not recognized, sensing a location of the user using at least one sensor and determining whether the sensed location of the user is included in a set voice collection range; if the location of the user is included in the voice collection range, learning the first voice and determining a noise state of the first voice based on the learned first voice; collecting a second voice in an opposite direction of the location of the user according to a result of the determined noise state of the first voice; and extracting a feature value of a noise based on the second voice and removing the extracted feature value of the noise from the first voice to obtain the wake-up word. The artificial intelligence robot device may be associated with an artificial intelligence module, an unmanned aerial vehicle (UAV), a robot, an augmented reality (AR) device, a virtual reality (VR) device, devices related to 5G services, and the like.",en,FALSE
,"A voice recognition method of an artificial intelligence robot device is disclosed. The voice recognition method includes collecting a first voice spoken by a user and determining whether a wake-up word of the artificial intelligence robot device is recognized based on the collected first voice; if the wake-up word is not recognized, sensing a location of the user using at least one sensor and determining whether the sensed location of the user is included in a set voice collection range; if the location of the user is included in the voice collection range, learning the first voice and determining a noise state of the first voice based on the learned first voice; collecting a second voice in an opposite direction of the location of the user according to a result of the determined noise state of the first voice; and extracting a feature value of a noise based on the second voice and removing the extracted feature value of the noise from the first voice to obtain the wake-up word. The artificial intelligence robot device may be associated with an artificial intelligence module, an unmanned aerial vehicle (UAV), a robot, an augmented reality (AR) device, a virtual reality (VR) device, devices related to 5G services, and the like.",en,FALSE
Efficient artificial intelligence analysis of radiographic images with combined predictive modeling,"A system, an image analyzer and a method for diagnosing a presence of a disease or a condition in an image of a subject, for example, a veterinary patient, are provided including: classifying the image to a body region, and obtaining a classified, labeled, cropped, and oriented sub-image; directing the sub-image to artificial intelligence processor for obtaining an evaluation result, and comparing the evaluation result to a database library of evaluation results and matched written templates or a dataset cluster to obtain at least one cluster result; measuring the distance between the cluster result and the evaluation result to obtain at least one cluster diagnosis; and assembling the cluster diagnosis and the matched written templates to obtain a report to display the report to a radiologist. These system, analyzer and method are achieved in greatly reduced lengths of time and are useful for cost and time savings.",en,FALSE
,"A system, an image analyzer and a method for diagnosing a presence of a disease or a condition in an image of a subject, for example, a veterinary patient, are provided including: classifying the image to a body region, and obtaining a classified, labeled, cropped, and oriented sub-image; directing the sub-image to artificial intelligence processor for obtaining an evaluation result, and comparing the evaluation result to a database library of evaluation results and matched written templates or a dataset cluster to obtain at least one cluster result; measuring the distance between the cluster result and the evaluation result to obtain at least one cluster diagnosis; and assembling the cluster diagnosis and the matched written templates to obtain a report to display the report to a radiologist. These system, analyzer and method are achieved in greatly reduced lengths of time and are useful for cost and time savings.",en,FALSE
Motion control based on artificial intelligence,"Techniques for motion controls based on artificial intelligence are described. According to one aspect of the present invention, instructions are provided based on motions performed by a user in reference to motions performed by an instructor. Various parameters about the motions by the user are analyzed, derived and compared with stored parameters. An animation based on the user or an avatar representing the user is rendered per the motion parameters of the user. Various techniques or algorithms are designed to provide different perspective views of the motions by the user and the instructor and compare the motions or poses by the user and the instructor.",en,FALSE
,"Techniques for motion controls based on artificial intelligence are described. According to one aspect of the present invention, instructions are provided based on motions performed by a user in reference to motions performed by an instructor. Various parameters about the motions by the user are analyzed, derived and compared with stored parameters. An animation based on the user or an avatar representing the user is rendered per the motion parameters of the user. Various techniques or algorithms are designed to provide different perspective views of the motions by the user and the instructor and compare the motions or poses by the user and the instructor.",en,FALSE
Systems and methods for artificial intelligence-based root cause analysis of service incidents,"Some embodiments of the current disclosure disclose methods and systems for analyzing root causes of an incident disrupting information technology services such as cloud services. In some embodiments, a set of problem review board (PRB) documents including information about said incidents may be parsed using a natural language processing (NLP) neural model to extract structured PRB data from the unstructured investigative information contained in the PRB documents. The structured PRB data may include symptoms of the incident, root causes of the incident, resolutions of the incidents, etc., and a causal knowledge graph causally relating the symptoms, root causes, resolutions of the incidents may be generated.",en,FALSE
,"Some embodiments of the current disclosure disclose methods and systems for analyzing root causes of an incident disrupting information technology services such as cloud services. In some embodiments, a set of problem review board (PRB) documents including information about said incidents may be parsed using a natural language processing (NLP) neural model to extract structured PRB data from the unstructured investigative information contained in the PRB documents. The structured PRB data may include symptoms of the incident, root causes of the incident, resolutions of the incidents, etc., and a causal knowledge graph causally relating the symptoms, root causes, resolutions of the incidents may be generated.",en,FALSE
Methods and systems for generating a supplement instruction set using artificial intelligence,A system for generating a supplement instruction set using artificial intelligence. The system includes at least a server wherein the at least a server is designed and configured to receive training data. The system includes a diagnostic engine operating on the at least a server designed and configured to record at least a biological extraction from a user and generate a diagnostic output based on the at least a biological extraction and training data. The system includes a plan generator module operating on the at least a server designed and configured to generate a comprehensive instruction set associated with the user as a function of the diagnostic output. The system includes a supplement plan generator module operating on the at least a server designed and configured to generate a supplement instruction set as a function of the comprehensive instruction set.,en,FALSE
,A system for generating a supplement instruction set using artificial intelligence. The system includes at least a server wherein the at least a server is designed and configured to receive training data. The system includes a diagnostic engine operating on the at least a server designed and configured to record at least a biological extraction from a user and generate a diagnostic output based on the at least a biological extraction and training data. The system includes a plan generator module operating on the at least a server designed and configured to generate a comprehensive instruction set associated with the user as a function of the diagnostic output. The system includes a supplement plan generator module operating on the at least a server designed and configured to generate a supplement instruction set as a function of the comprehensive instruction set.,en,FALSE
Systems and methods relating to artificial intelligence long-tail growth through gig customer service leverage,"A method of training an artificial intelligence system to handle long-tail interactions according to an embodiment includes receiving a user question from a user, analyzing the user question with a natural language understanding engine to determine whether an intent of the user question matches an answer in an answer knowledgebase of the system, transferring at least the user question of the interaction to a primary subject matter expert in response to determining that the intent of the user question does not match an answer in the answer knowledgebase, receiving an expert answer to the user question from the primary subject matter expert, transferring an interaction package including the user question and the expert answer to at least one evaluator for validation, and automatically training the natural language understanding engine based on the user question and the expert answer in response to successful validation of the expert answer.",en,FALSE
,"A method of training an artificial intelligence system to handle long-tail interactions according to an embodiment includes receiving a user question from a user, analyzing the user question with a natural language understanding engine to determine whether an intent of the user question matches an answer in an answer knowledgebase of the system, transferring at least the user question of the interaction to a primary subject matter expert in response to determining that the intent of the user question does not match an answer in the answer knowledgebase, receiving an expert answer to the user question from the primary subject matter expert, transferring an interaction package including the user question and the expert answer to at least one evaluator for validation, and automatically training the natural language understanding engine based on the user question and the expert answer in response to successful validation of the expert answer.",en,FALSE
Multi-coil magnetic resonance imaging with artificial intelligence,"A method includes acquiring magnetic resonance imaging (MRI) data with multi-coil dimensions, compressing the coil dimensions to a fixed and predetermined number of virtual coils, and utilizing the fixed and predetermined number of virtual coils by an artificial intelligence engine for artificial intelligence applications.",en,FALSE
,"A method includes acquiring magnetic resonance imaging (MRI) data with multi-coil dimensions, compressing the coil dimensions to a fixed and predetermined number of virtual coils, and utilizing the fixed and predetermined number of virtual coils by an artificial intelligence engine for artificial intelligence applications.",en,FALSE
Systems and methods for artificial intelligence (ai) driving analysis and incentives,"Systems, apparatus, methods, and articles of manufacture for Artificial Intelligence (AI) driving analysis and incentives, by utilizing on-board image object analysis to classify driving events and provide driving-based awards.",en,FALSE
,"Systems, apparatus, methods, and articles of manufacture for Artificial Intelligence (AI) driving analysis and incentives, by utilizing on-board image object analysis to classify driving events and provide driving-based awards.",en,FALSE
Understanding a query intention for medical artificial intelligence systems using semi-supervised deep learning,Provided are a method and an apparatus for receiving a query including a sequence of words. The sequence of words is converted into a sequence of feature vectors. A semantic meaning of the sequence of words is generated using a bi-directional long-short term memory (LSTM). The LSTM is regularized using a Gaussian mixed model (GMM) based on the generated semantic meaning of the sequence of feature vectors.,en,FALSE
,Provided are a method and an apparatus for receiving a query including a sequence of words. The sequence of words is converted into a sequence of feature vectors. A semantic meaning of the sequence of words is generated using a bi-directional long-short term memory (LSTM). The LSTM is regularized using a Gaussian mixed model (GMM) based on the generated semantic meaning of the sequence of feature vectors.,en,FALSE
"Concept networks and systems and methods for the creation, update and use of same to select images, including the selection of images corresponding to destinations in artificial intelligence systems","Systems and methods for concept based searching or recommendation are disclosed. More particularly, embodiments of a concept based approach to the search and analysis of data, including the creation, update or use of concept networks in searching and analyzing data are disclosed, including embodiments of the usage of such concept networks in artificial intelligence systems that are capable of utilizing concepts expressed by users to return or evaluate associated images.",en,FALSE
,"Systems and methods for concept based searching or recommendation are disclosed. More particularly, embodiments of a concept based approach to the search and analysis of data, including the creation, update or use of concept networks in searching and analyzing data are disclosed, including embodiments of the usage of such concept networks in artificial intelligence systems that are capable of utilizing concepts expressed by users to return or evaluate associated images.",en,FALSE
System and method for using artificial intelligence in telemedicine-enabled hardware to optimize rehabilitative routines capable of enabling remote rehabilitative compliance,"A computer-implemented system comprising a treatment apparatus, a patient interface, and a processing device is disclosed. The processing device is configured to receive treatment data pertaining to the user during the telemedicine session, wherein the treatment data comprises one or more characteristics of the user; determine, via one or more trained machine learning models, at least one respective measure of benefit one or more exercise regimens provide the user, wherein the determining the respective measure of benefit is based on the treatment data; determine, via the one or more trained machine learning models, one or more probabilities of the user complying with the one or more exercise regimens; and transmit the treatment plan to a computing device, wherein the treatment plan is generated based on the one or more probabilities and the respective measure of benefit the one or more exercise regimens provide the user.",en,FALSE
,"A computer-implemented system comprising a treatment apparatus, a patient interface, and a processing device is disclosed. The processing device is configured to receive treatment data pertaining to the user during the telemedicine session, wherein the treatment data comprises one or more characteristics of the user; determine, via one or more trained machine learning models, at least one respective measure of benefit one or more exercise regimens provide the user, wherein the determining the respective measure of benefit is based on the treatment data; determine, via the one or more trained machine learning models, one or more probabilities of the user complying with the one or more exercise regimens; and transmit the treatment plan to a computing device, wherein the treatment plan is generated based on the one or more probabilities and the respective measure of benefit the one or more exercise regimens provide the user.",en,FALSE
Executing large artificial intelligence models on memory-constrained devices,"Methods, systems, apparatuses, and computer program products are described herein that enable execution of a large AI model on a memory-constrained target device that is communicatively connected to a parameter server, which stores a master copy of the AI model. The AI model may be dissected into smaller portions (e.g., layers or sub-layers), and each portion may be executed as efficiently as possible on the target device. After execution of one portion of the AI model is finished, another portion of the AI model may be downloaded and executed at the target device. To improve efficiency, the input samples may be divided into microbatches, and a plurality of microbatches executing in sequential order may form a minibatch. The size of the group of microbatches or minibatch can be manually or automatically adjusted to reduce the communication overhead.",en,FALSE
,"Methods, systems, apparatuses, and computer program products are described herein that enable execution of a large AI model on a memory-constrained target device that is communicatively connected to a parameter server, which stores a master copy of the AI model. The AI model may be dissected into smaller portions (e.g., layers or sub-layers), and each portion may be executed as efficiently as possible on the target device. After execution of one portion of the AI model is finished, another portion of the AI model may be downloaded and executed at the target device. To improve efficiency, the input samples may be divided into microbatches, and a plurality of microbatches executing in sequential order may form a minibatch. The size of the group of microbatches or minibatch can be manually or automatically adjusted to reduce the communication overhead.",en,FALSE
Intelligent auditory humanoid robot and computerized verbalization system programmed to perform auditory and verbal artificial intelligence processes,"The disclosed Auditory RRC-Humanoid Robot equipped with a verbal-phoneme sound generator is a computer-based system programmed to reach high levels of human-like verbal-AI. Behavioral programming techniques are used to reach human-like levels of identification-AI, recognition-AI, and comprehension-AI of all the words and sentences presented to the robot as verbal input signals. An innovative behavioral speech processing methodology is used to recognize and repeat the acoustic sequential set of phoneme signals that comprise the verbally generated speech of human speakers. The recognized and repeated sequential set of phoneme signals are then mapped onto a unique phonetic structure such as all the words and clauses listed in a 50,000 word lexicon that may then make up the vocabulary of the RRC-Robot. The system is programmed to hear and understand verbal speech with its auditory sensors, and intelligently responds by verbally talking with its verbal-phoneme sound generator.",en,FALSE
Application of artificial intelligence techniques and statistical ensembling to forecast power output of a wind energy facility,"A wind energy forecasting system processes data from one or more numerical weather prediction models with power output data from a wind energy facility using artificial intelligence. This artificial intelligence is applied in one or more neural networks that produce specific power output forecasts for each numerical weather prediction model. A statistical ensembling approach is then applied to the resulting numerical weather prediction model forecasts and integrated with a persistence power output forecast to arrive at a consensus, overall forecasted power output for the wind energy facility.",en,FALSE
Generation and management of an artificial intelligence (AI) model documentation throughout its life cycle,"A method for automatically generating documentation for an artificial intelligence model includes receiving, by a computing device, an artificial intelligence model. The computing device accesses a model facts policy that indicates data to be collected for artificial intelligence models. The computing device collects artificial intelligence model facts regarding the artificial intelligence model according to the model facts policy. The computing device accesses a factsheet template. The factsheet template provides a schema for an artificial intelligence model factsheet for the artificial intelligence model. The computing device populates the artificial intelligence model factsheet using the factsheet template with the artificial intelligence model facts related to the artificial intelligence model.",en,FALSE
,"A method for automatically generating documentation for an artificial intelligence model includes receiving, by a computing device, an artificial intelligence model. The computing device accesses a model facts policy that indicates data to be collected for artificial intelligence models. The computing device collects artificial intelligence model facts regarding the artificial intelligence model according to the model facts policy. The computing device accesses a factsheet template. The factsheet template provides a schema for an artificial intelligence model factsheet for the artificial intelligence model. The computing device populates the artificial intelligence model factsheet using the factsheet template with the artificial intelligence model facts related to the artificial intelligence model.",en,FALSE
Method and system for diagnosis of COVID-19 using artificial intelligence,"Embodiments of the disclosure provide methods and systems for determining a disease condition from a 3D image of a patient. The exemplary system may include a communication interface configured to receive the 3D image acquired of the patient by an image acquisition device. The system may further include a processor, configured to determine a 3D region of interest from the 3D image and apply a detection network to the 3D region of interest to determine the disease condition and a severity of the disease condition. The detection network is a multi-task learning network that determines the disease condition based on one or more lesion masks determined from the 3D region of interest and determines the severity of the disease condition from the 3D region of interest. The processor is further configured to provide a diagnostic output based on the disease condition and the severity of the disease condition.",en,FALSE
,"Embodiments of the disclosure provide methods and systems for determining a disease condition from a 3D image of a patient. The exemplary system may include a communication interface configured to receive the 3D image acquired of the patient by an image acquisition device. The system may further include a processor, configured to determine a 3D region of interest from the 3D image and apply a detection network to the 3D region of interest to determine the disease condition and a severity of the disease condition. The detection network is a multi-task learning network that determines the disease condition based on one or more lesion masks determined from the 3D region of interest and determines the severity of the disease condition from the 3D region of interest. The processor is further configured to provide a diagnostic output based on the disease condition and the severity of the disease condition.",en,FALSE
System and method for medical platform employing artificial intelligence and wearable devices,"A system, method and computer program product for a medical platform, including a wearable device configured to collect implicit and explicit patient information; a database configured to receive the implicit and explicit patient information from the wearable device and generate aggregated patient information; a machine learning system configured to receive the aggregated patient information from the database and generate personalized patient intervention information; and a patient user interface configured to receive patient intervention information.",en,FALSE
,"A system, method and computer program product for a medical platform, including a wearable device configured to collect implicit and explicit patient information; a database configured to receive the implicit and explicit patient information from the wearable device and generate aggregated patient information; a machine learning system configured to receive the aggregated patient information from the database and generate personalized patient intervention information; and a patient user interface configured to receive patient intervention information.",en,FALSE
Semantic artificial intelligence agent,"Customer relationship management (‘CRM’) implemented in a computer system, including administering, by an artificial intelligence agent (‘AIA’) of a CRM application of the computer system, with a customer representative on behalf of a tele-agent, as structure of computer memory of the computer system, a communications session comprising one or more communications contacts with the customer representative; and effecting by the AIA communications with the tele-agent in support of the communications session.",en,FALSE
,"Customer relationship management (‘CRM’) implemented in a computer system, including administering, by an artificial intelligence agent (‘AIA’) of a CRM application of the computer system, with a customer representative on behalf of a tele-agent, as structure of computer memory of the computer system, a communications session comprising one or more communications contacts with the customer representative; and effecting by the AIA communications with the tele-agent in support of the communications session.",en,FALSE
"Resistor circuit, artificial intelligence chip and method for manufacturing the same","A resistor circuit, an artificial intelligence chip and a method for manufacturing the same are provided. The resistor circuit includes a stack structure. The stack structure includes resistive material layers and insulating layers stacked alternately. The resistor circuit includes at least two unit resistors electrically connected in series or parallel. The at least two unit resistors are respectively defined in the resistive material layers of different layers.",en,FALSE
